name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
SBL Homeodent Neem Plus Toothpaste,SBL Pvt Ltd,73.5,75.0,4.5,118.0,100.0,This toothpaste provides natural antibacterial protection for strong teeth and healthy gums,"Retains fresh breath for a longer time


Prevents plaque and other tooth diseases


Helps to fight gingivitis


Prevents carries and formation of tartar",Dental care
Dr. Reckeweg Guaiacum Mother Tincture Q,Dr Reckeweg & Co,300.0,335.0,4.4,32.0,20.0,,"Useful for arthritis


Helps ease tonsillitis and pharyngitis


Relieves back pain and stiffness


Eases limb contraction and immobility",Throat care
Rxhomeo Arnica Montana 200C Pellets,Rxhomeo Private Limited,79.5,150.0,5.0,11.0,250.0,Arnica Montana is used to treating the extravasation of blood in the conjunctiva and retina,"Arnica Montana is beneficial for long-term injuries, such as concussions of the headArnica Montana is effective in the treatment of rheumatism and lumbago. It's an excellent muscle tonic",Joint
Dr Willmar Schwabe India Oleum Santali Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,3520.0,4000.0,0.0,0.0,30.0,,Rich in oil of sandalwood that shows multiple benefits to the bodyHelps in symptoms of frequent urination and relieves the burning sensationIndicated in painful erections and also dry coughReduces the violent pains in the liver,Fever
Dr Willmar Schwabe India Fucus Vesiculosus Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,131.0,150.0,4.5,88.0,30.0,It helps manage non-toxic goitre and obesity,Helpful in case of thyroid enlargementHelps relieve constipationSupports digestionHelps relieve headaches,Digestion
Bakson Acne Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,189.0,215.0,4.3,15.0,75.0,Berberis aqu. 3x,Prevents excess production of sebumDoes not leave any mark on the scarLeaves the skin clean and well-nourished,Skin care
Dr. Reckeweg Bio-Combination 5 (BC 5) Tablet,Dr Reckeweg & Co,163.0,185.0,4.6,61.0,20.0,Kalium Muriaticum,Helps in relieving throbbing headachesRelieves runny or blocked noseProvides relief in sinus pains,ENT
Boericke and Tafel Anti-Dandruff Oil,Dr Willmar Schwabe India Pvt Ltd,125.0,135.0,4.4,132.0,150.0,,"Powerful formula specially developed for treating dandruff, seborrhoeic dermatitis and other fungal infectionsRemoves flake and cleanses the scalpControls itching flaking on regular usePromotes healthy hair and prevents hair fall",Hair care
Dr Willmar Schwabe India Histaminum Hydrochloricum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,101.0,115.0,4.5,133.0,30.0,The medicine is indicated for the management of allergies,"Relieves allergy symptoms


This medicine uses highly diluted natural substances to relieve arthritic pain


It does not have any side effects",ENT
REPL Dr. Advice No.154 Repl African Oil Drop,Renovision Exports Pvt Ltd,160.0,180.0,0.0,0.0,15.0,Repl African oil drop helps in the improvement of men??s reproductive organ health,Suitable for men onlyImporve the health of reproductive organs of menEnhance your stamina and vigourReduces weakness and fatigue,Health supplement
Bhargava Setin-M Drop,Bhargava Phytolab,166.0,175.0,0.0,0.0,30.0,,Helps stimulate healthy libidoAids in reducing debilityIncreases blood flow towards genital organs,Health supplement
SBL Jaborandi Plus Hair Oil,SBL Pvt Ltd,264.0,300.0,4.4,145.0,200.0,Jaborandi stimulates hair growth and makes them darker,"Prevents premature greying of hair


Restores hair lost lustre and vitality


Helps in the blood circulation of the scalp


Rejuvenates scalp and stimulates hair follicles


Controls dandruff and promotes hair growth


Strengthens and replenishes hair lost lustre and vitality",Hair care
SBL Robinia Pseudacacia Dilution 6 CH,SBL Pvt Ltd,85.2,100.0,4.5,368.0,30.0,,"Manages hyperacidity and related ailments


Relieves symptoms like loss of appetite and nausea


Assists with digestion, acidity, and gas",Eye Care
Dr. Reckeweg Thuja Occ Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.5,552.0,11.0,,"Helps to provide relief in case of Rheumatic, Arthritic pains, and chronic headachesFacilitates aid in case of warts, spots, swelling, and eruptions on the skinHelps to overcome indigestion, lack of appetite, and constipationUseful in case of urinary disorders",Digestion
SBL Curcuma Longa Mother Tincture Q,SBL Pvt Ltd,94.0,105.0,4.2,68.0,30.0,,"Promotes blood purification


Useful for skin disorders


Useful for urinary tract disorders?ÿ


Relieves joint inflammation and stiffness",Joint
German's Acid Chyrso Antifungal Cream,German Homoeo Care and Cure Pvt. Ltd.,62.0,70.0,3.8,58.0,25.0,Effective in controlling fungal infections and attacks,"Effective in controlling fungal infections and attacksQuick remedy for ringworm, itching, eczema, herpes-tonsurans & herpes circinatus",Skin care
Dr. Reckeweg Arnica Mont Mother Tincture Q,Dr Reckeweg & Co,257.0,295.0,4.6,55.0,20.0,,"Relieves dizziness and headache


Helps with post-injury bruises and sores


Relieves motion sickness


Reduces swelling, soreness and bleeding from injured area",Throat care
ADEL 14 Ferrodona Drop,Adel Pekana Germany,260.0,295.0,4.5,39.0,20.0,Helps to treat problems associated with poor intake of food and hookworm infestations,Helps in the treatment of anaemia and iron deficiencyUsed for treating symptoms such as general prostration and heavinessUsed to treat pernicious anaemiaHelps those who suffer from sleeplessness and restlessness,Health supplement
HHP Rheumonil Drop,Hahnemann Homoeo Pharmaceutical Pvt Ltd,120.0,120.0,0.0,0.0,30.0,Allium Sat,Manages symptoms associated with rheumatism and arthritisReduces joint pain and muscle painImproves flexibility of bones and muscles,Joint
ADEL 40 Verintex Drop,Adel Pekana Germany,260.0,295.0,4.8,39.0,20.0,,"Develops its special efficacy with illnesses that are caused by damp chillCombats damage caused by the gastrointestinal tractHelps to relieve forms of warts, juvenile and vulgar",Digestion
Wheezal Calendula Nectar Prickly Heat Powder,Wheezal Homeo Pharma,85.2,95.0,4.7,137.0,100.0,Arnica Q,"Has a cooling effect on skin


Provides relief from rashes, itch and prickly heat


Eliminates bad odour


Useful in case of athlete??s foot",Skin care
Dr. Reckeweg R12 Calcification Drop,Dr Reckeweg & Co,232.0,270.0,4.7,40.0,22.0,,Aids in supporting the nervous systemEnhances muscle strength of the bodyHelps in the treatment of blood congestion,Joint
SBL Ferrum Phosphoricum Biochemic Tablet 12X,SBL Pvt Ltd,96.8,110.0,4.7,487.0,25.0,,"Works as a restorative tonic


Promotes recovery from illness


Relieves joint and shoulder pain


Effective for managing urinary leaks and incontinence",Joint
SBL Cantharis Ointment,SBL Pvt Ltd,63.8,75.0,4.7,84.0,25.0,Cantharis MT,"Soothes burns


Reduces redness


Helps prevent blisters",Skin care
SBL Thyroidinum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,196.0,30.0,Thyroidinium,Useful in the treatment of hyperthyroidism & hypothyroidism and assoiated ailemntsEffective in treatment of goitre and migraineReduces general weakness and fatigueHelps in improving digestion,Digestion
Wheezal Memorine Drop,Wheezal Homeo Pharma,127.0,150.0,4.1,114.0,30.0,,A homeopathy solution that is safe for consumptionAssist in the improvement of memory and concentrationAids in forgetfulnessHelps with retention capacity in childrenRestores the confidence in nervous people,Mental wellness
SBL Relaxhed Tablet,SBL Pvt Ltd,142.0,165.0,4.4,55.0,25.0,Iris versicolor,Provides quick relief in headache and migraineTreats nausea and vomiting associated with headacheRelieves pulsating sensation in one part of the headTreats headaches due to various causes like exposure to sun and due to indigestion,Eye Care
Dr Willmar Schwabe India Angioton Drop,Dr Willmar Schwabe India Pvt Ltd,150.0,170.0,4.5,90.0,30.0,,"Botanical remedies to manage cardiac-related concerns


Manages vertigo, palpitations, and shortness of breath


Aids in managing low blood pressure levels",Diabetes
ADEL 87 Apo-Infekt Drop,Adel Pekana Germany,265.0,295.0,4.6,41.0,20.0,,It increases natural defence against the virusIt acts as an immunity stimulantIt acts as a natural anti-viral to fight diseases caused by virus,Health supplement
Dr. Reckeweg Acidum Phosph Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.4,122.0,11.0,,"Relieves headache, exhaustion and mental weakness


Alleviates eye soreness


Useful for stomach distention and nausea


Improves digestion and stimulates appetite",Eye Care
Dr. Reckeweg Hamamelis Virg Mother Tincture Q,Dr Reckeweg & Co,260.0,295.0,4.4,50.0,20.0,Hamamelis Virginica,"Relieves pain of haemorrhoids


Reduces soreness and bruises


Alleviates weakness caused due to blood loss


Possesses anti-inflammatory properties",Throat care
ADEL Berberis Vulg Mother Tincture Q,Adel Pekana Germany,243.0,270.0,4.6,61.0,20.0,,It can help manage kidney stonesUseful in skin related ailmentsHelps in reducing bubbling sensation and stitching painIt is also helpful in managing diarrhoea and constipation,Digestion
Allen A65 Bronchitis Drop,Allen Homoeo & Herbal Products Ltd,144.0,170.0,4.5,94.0,30.0,Chiefly used to improve lung health by dealing with various lung disorders,"Improves lung health


Deals with cough which is accompanied by expectoration


Effective in case of breathlessness


Relieves chest pain, wheezing and sore throat",Throat care
SBL Arnica Montana Fortified Hair Oil,SBL Pvt Ltd,180.0,205.0,4.1,142.0,200.0,"Arnica (Arnica montana) Lf, Calendula extract (Calendula officinalis)",Promotes hair growthActs as a stimulantHelps clear dandruff,ENT
Dr. Reckeweg Thuja Occi Mother Tincture Q,Dr Reckeweg & Co,229.0,255.0,4.7,51.0,20.0,,Primarily used for rheumatic and arthritic painUseful for various skin ailmentsImproves gut healthHelps to relieve headaches,Digestion
Allen A71 U.T.I. (Urinary Tract Infections) Drop,Allen Homoeo & Herbal Products Ltd,153.0,170.0,4.5,57.0,30.0,Mainly used to deal with cystitis caused by E.coli (also known as B. coli) bacteria infection,"Deals with urinary tract infections


Relieves abdominal pain and burning sensation


Reduces kidney inflammation


Helpful in case of incontinence",kidney
SBL Solidago Virgaurea Mother Tincture Q,SBL Pvt Ltd,297.0,330.0,4.6,62.0,30.0,,Effective for prostate infectionsHelpful in urinary disordersRelieves kidney and bladder painUseful for rheumatic and back pains,kidney
Dr Willmar Schwabe India Bryonia Alba Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,90.0,100.0,4.7,292.0,30.0,"It is primarily used for the treatment of Influenza, coryza, arthritis and rheumatism","Useful in pains worse by motion and better by restManages sensitive epigastrium, and feeling of a stone in the stomachBryonia Alba is a great medicine to relieve the dryness in stools",Digestion
Lord's Cratin Drop,Lord's Homoeopathic Laboratory Pvt Ltd,144.0,160.0,4.2,44.0,30.0,,"The product promotes healthy functioning of the kidneyHelps to maintain the creatinine level in the bodyProvides considerable relief in the case inflammation of kidneys, with hemorrhages-dark, passive, fetid and Urethritis with painful erections",kidney
New Life Bach Flower Walnut 30,New Life Laboratories Pvt Ltd,118.0,125.0,4.5,96.0,30.0,,Helps to build emotional stability in peopleWorks as a stress relieverPromotes rational thinkingPromotes a healthy change,Mental wellness
SBL Kali Bromatum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,137.0,30.0,"Helps in case of confusion, dizziness, sleeplessness","It provides relief from severe acne


It is helpful in the cases of stammering and sleeplessness


Improves overall health",Skin care
Adven Adzag-Forte Drop (25ml Each),Adven Biotech Pvt Ltd,488.0,555.0,3.7,24.0,2.0,Manganum aceticum,It can help with digestionIt may alleviate painIt may improve metabolism,Digestion
Dr. Reckeweg Fel Tauri Trituration Tablet 3X,Dr Reckeweg & Co,211.0,240.0,4.5,43.0,20.0,,"Useful for liver disorders


Promotes bowel movements


Relieves throat and chest constriction


Helps in easing bile duct obstruction",Throat care
Dr. Reckeweg R31 Increases Appetite And Blood Supply Drop,Dr Reckeweg & Co,238.0,270.0,4.6,51.0,22.0,,Aids in managing anaemiaHelps in enhancing appetiteBenefits cellular metabolism,Digestion
SBL Bio-Combination 2 Tablet,SBL Pvt Ltd,99.0,110.0,4.6,102.0,25.0,Kalium Phosphoricum HPI,It is effective in bronchial asthmaIt provides relief from convulsive tickling coughIt reduces the problem of dyspnoea aggravated by food or exertion,Fever
Bakson B20 Sugar Drop,Bakson's Homeopathy,153.0,185.0,4.6,58.0,30.0,,"Alleviates hyperglycemia and symptoms of diabetes


Helps maintain normal blood sugar levels


Targets the root cause of diabetes


Restores balance and harmonizes the system


A unique combination of natural ingredients


Safe and gentle with no adverse side effects",Diabetes
SBL Bio-Combination 1 Tablet,SBL Pvt Ltd,93.9,110.0,4.6,100.0,25.0,,"It helps to relieve the pains, itching with numbness in the bodyIt gives strength to the circular walls of the blood vesselsIt helps to increase the production of red blood cells and albuminIt helps to relieve the numbness of the limbs and hands",Skin care
SBL Liv T Tonic,SBL Pvt Ltd,108.0,115.0,4.5,761.0,115.0,It performs many essential functions like aiding digestion and detoxifying poisonous substances into non-poisonous ones,"It helps manage various liver conditions like jaundice, hepatitis and indigestionIt combats liver disorders caused by chronic gastric indiscretion, viral and bacterial infection, drugs, chemicals and alcoholIt rejuvenates the hepatic cells, detoxifies the liver and promotes the flow of bileIt helps to provide relief in case of lack of appetite",Digestion
Dr. Reckeweg Bio-Combination 11 (BC 11) Tablet,Dr Reckeweg & Co,166.0,185.0,4.2,27.0,20.0,Ferrum Phosphoricum,Relieves cough and runny noseHelps reduce inflammationReduces frequent headaches,ENT
New Life Bach Flower Mimulus 30,New Life Laboratories Pvt Ltd,118.0,125.0,4.5,98.0,30.0,,Helps to treat phobias and anxietyAids in balancing the mind's energiesHelps to reduce stress levels in the body,Mental wellness
Dr. Reckeweg R76 Asthma Forte Drop,Dr Reckeweg & Co,238.0,270.0,4.6,33.0,22.0,,Helps relieve chest painAids in the management of Asthma convulsiumPromotes relaxed breathing in patients,ENT
Allen's Triofer Homoeo Hair & Care Tablet,Allen Healthcare,150.0,150.0,4.1,29.0,50.0,,Hair care tablet that provides healthy hairControls excessive hair loss and premature grayingRemoves the root causes of hair problems from withinPromotes new growth of healthy hair and makes them long,Hair care
Dr Willmar Schwabe India Alpha-Liv Liver Tonic,Dr Willmar Schwabe India Pvt Ltd,105.0,125.0,4.5,291.0,100.0,,Manages liver-related problemsMaintains digestionDetoxifies the bodySupports general health and well-being,Digestion
SBL Rhus Toxicodendron Dilution 1000 CH,SBL Pvt Ltd,123.0,140.0,4.6,1133.0,30.0,Rhus Toxicodendron,Useful in the treatment of eczema and relieves conditions of itchiness and rashesAlso helpful in the treatment of rheumatic pain,Skin care
Dr Willmar Schwabe India Thuja Occidentalis Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,101.0,125.0,4.4,91.0,30.0,,Treats skin conditions like swelling and eruptionsHelps in clearing brown spots and maintain a healthy skinHelps in treating the skin dotted with freckles and blotches,ENT
Bakson's Calcarea Phosphorica Biochemic Tablet 12X,Bakson's Homeopathy,691.0,720.0,4.5,39.0,4500.0,The remedy helps manage dentition and bone affection,Helps manage dentition and bone affectionAssists in managing dyspepsiaWorks as a growth supplement for children,Joint
Allen A91 Uterine Fibroids Drop,Allen Homoeo & Herbal Products Ltd,153.0,170.0,4.5,32.0,30.0,,"Supports reproductive health


Helps manage urinary tract health?ÿ


Manages gastrointestinal symptoms like constipation",Digestion
Bakson's Ferrum Phosphoricum Biochemic Tablet 6X,Bakson's Homeopathy,691.0,720.0,4.5,20.0,4500.0,Helps deal with incontinence,"Helps in reducing weakness and fatigue


Promotes quick recovery from illness


Effective against pain in joints and shoulder",Joint
Bakson's Astha Aid Syrup,Bakson's Homeopathy,299.0,340.0,4.7,66.0,450.0,Blatta Orientalis,"It has a three-fold action as it helps to control cough, dilates bronchi and aids expectorationRemedy for the feeling of breathlessness when associated with bronchitis",Fever
Lord's Dengma Syrup,Lord's Homoeopathic Laboratory Pvt Ltd,128.0,150.0,3.9,15.0,180.0,,Dengma Syrup helps you fight with the menace of dengue and chikungunyaHelps in the treatment of dengue virus in the bodyHelps in boosting the immune system,Fever
Dr Willmar Schwabe India Urtica Urens Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,96.8,110.0,4.3,83.0,30.0,,Is one of our remedies for allergic hivesUrtica urens helps reduce the pain and swelling of bee and wasp bitesMay help to promote the production of milk in the breasts,Skin care
Dr Willmar Schwabe India Paeonia Officinalis Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,132.0,150.0,4.5,82.0,30.0,,Useful in condition of haemorrhoidsHelps in relieving diarrhoea and abdiminal painTreats disorders of genital and rectal region,Digestion
Lord's Uricid Drop,Lord's Homoeopathic Laboratory Pvt Ltd,144.0,160.0,4.2,65.0,30.0,Berberis Vulgaris HPI,A remedy that normalises the functioning of the kidneyRedcues the swelling/redness or pain in jointsHelps to eliminate the creatinine through improved kidney functioning by increasing the glomerular filteration rate,Joint
SBL Rhus Toxicodendron Mother Tincture Q,SBL Pvt Ltd,297.0,330.0,4.6,58.0,30.0,,"Relieves eczema, itchiness and rashes


Relieves arthritic and rheumatic pain


Helpful for cough and sore throat


Useful for fever, nausea and vomiting",Eye Care
Bakson's Natrum Muriaticum Biochemic Tablet 6X,Bakson's Homeopathy,691.0,720.0,4.4,11.0,4500.0,"It helps manage thin, clear, transparent, watery secretions, influenza, headache, eyestrain and bowel disturbances","Relieves headache, eyestrain and bowel disturbancesRegulates the degree of moisture within the cellsAssist in skin-related concerns",Eye Care
Bakson's Calcarea Phosphorica Biochemic Tablet 30X,Bakson's Homeopathy,691.0,720.0,4.5,39.0,4500.0,The remedy helps manage dentition and bone affection,Helps manage dentition and bone affectionAssists in managing dyspepsiaWorks as a growth supplement for children,Joint
Bakson's Biocombination 1 Tablet,Bakson's Homeopathy,684.0,720.0,0.0,0.0,4500.0,Calcarea phosphorica,Helps manage iron deficiencyRelieves tremors and weaknessProvides overall nutrition,Health supplement
Dr Willmar Schwabe India Carbo Vegetabilis Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,91.1,115.0,4.5,279.0,30.0,Vegetable charcoal,It is used in gastro-intestinal disorders especially dyspepsia and flatulenceIt is also useful in diarrhea of old peopleHas been useful in collapse stage of choleraAids in the management of dysentry and hemorrhoids,Digestion
Bakson's Calcarea Phosphorica Biochemic Tablet 3X,Bakson's Homeopathy,688.0,720.0,4.5,39.0,4500.0,The remedy helps manage dentition and bone affection,Helps manage dentition and bone affectionAssists in managing dyspepsiaWorks as a growth supplement for children,Joint
Bakson's Magnesium Phosphoricum Biochemic Tablet 30X,Bakson's Homeopathy,684.0,720.0,4.7,58.0,4500.0,,Manages cramps and sciaticaAssists in nervous phenomenaManages all maladies having their origin in nerve cells,Mental wellness
Bakson's Biocombination 24 Tablet,Bakson's Homeopathy,684.0,720.0,0.0,0.0,4500.0,Calcarea phosphorica,"Helps increase haemoglobin levels


Assists in building a strong immune system


Helpful in managing low iron levels",Health supplement
Bakson's Kali Sulphuricum Biochemic Tablet 6X,Bakson's Homeopathy,686.0,720.0,0.0,0.0,4500.0,"It helps reduce and aid inflammation, yellow, mucous and serous discharges","Relieves incessant itching in the nose


It might prevent falling of hair, baldness, and yellow dandruff


It helps in arthritis and is useful in managing vertigo",ENT
Bakson's Natrum Muriaticum Biochemic Tablet 12X,Bakson's Homeopathy,691.0,720.0,4.4,11.0,4500.0,"It helps manage thin, clear, transparent, watery secretions, influenza, headache, eyestrain and bowel disturbances","Relieves headache, eyestrain and bowel disturbancesRegulates the degree of moisture within the cellsAssist in skin-related concerns",Eye Care
Bakson's Kof Aid Cough Syrup,Bakson's Homeopathy,229.0,260.0,4.3,129.0,450.0,"Bryonia alba 2x, Ipecacuanha 3x, Antimonium tartaricum 8x, Phosphorus 8x, Drosera rotundifolia ??, Justicia adhatoda ??","Helps to treat associated symptoms of headache, rhinitis and feverTreats and reduces the sneezing, runny, stuffy and itchy noseIt helps to heal sore or scratchy throat, coughing and frequent headaches",ENT
Bakson's Biocombination 19 Tablet,Bakson's Homeopathy,681.0,720.0,0.0,0.0,4500.0,Ferrum phosphoricum,Helps support joint healthReduces joint pain and inflammationRelieves stiffness of joints,Joint
Bakson's Biocombination 25 Tablet,Bakson's Homeopathy,688.0,720.0,0.0,0.0,4500.0,Natrum phosphoricum,"Helps relieve acidity, flatulence and indigestion


It might reduce nausea, vomiting and abdominal pain


Reduces burning sensation in the stomach",Eye Care
Bakson's Biocombination 3 Tablet,Bakson's Homeopathy,688.0,720.0,0.0,0.0,4500.0,Magnesium phosphoricum,Helps relieve colicAids in reducing flatulenceHelps in relieving constipation,Digestion
Dr. Reckeweg Sarsaparilla Mother Tincture Q,Dr Reckeweg & Co,224.0,255.0,4.4,50.0,20.0,,"Helps reduce the risk of kidney stones


Reduces bone pain


Deals with fluid retention


Helpful for various digestive problems",Joint
ADEL 10 Deasth Drop,Adel Pekana Germany,260.0,295.0,4.7,55.0,20.0,,"Primarily used for the treatment of lung disordersIt could be used to relieve stomach pain and cramps along with nausea and indigestionHelps in the cases of bronchitis, cardiac asthmaThese drops are a proven remedy against acute and chronic asthma",Eye Care
SBL Calcarea Phosphorica Biochemic Tablet 3X,SBL Pvt Ltd,96.8,110.0,4.6,969.0,25.0,,Faciliates aid in case of bone-related problems and dentitionHelps in the growth of teeth and bonesUseful in case of psychological issues such as depressionHelps to increase Calcium and Phosphate content in the body,Joint
Radient Homorid Syrup,Radient Pharma,243.0,270.0,4.2,11.0,450.0,Lapsana Q,"It fights against agonising pain, itching and bleeding


It helps to get relief from internal or external haemorrhoids


It boosts immunity and improves gut health",Digestion
Dr. Reckeweg Wiesbaden Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.2,302.0,11.0,,"Effective solution for hair problems


Reduces hair fall


Promotes hair growth


Strengthens hair follicles",Hair care
Dr Willmar Schwabe India Kali Bichromicum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,88.0,100.0,4.5,91.0,30.0,Bichromicum,Useful in the treatment of gastric disordersHelps relieve sore throat and coldEffectively manages coughRelieves neuralgic headaches,Throat care
Bakson's Magnesium Phosphoricum Biochemic Tablet 12X,Bakson's Homeopathy,111.0,120.0,4.7,58.0,250.0,,Manages cramps and sciaticaAssists in nervous phenomenaManages all maladies having their origin in nerve cells,Mental wellness
Haslab Mamira Eye Drop,HASLAB,63.0,70.0,4.5,81.0,10.0,Acidum Boracicum,"It caters to your eye health


Soothes pain, and other minor symptoms of conjunctivitis


Helps with blurry vision or pus formation


Soothes red eye and inflammation in the area",Eye Care
Bakson Kof Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,440.0,500.0,4.4,94.0,200.0,,Helps manage common cold and flu-like symptomsProvides relief from respiratory conditionsEffective in managing cough,Fever
SBL Sulphur Dilution 1000 CH,SBL Pvt Ltd,119.0,140.0,4.4,1109.0,30.0,Sugar of milk,"This dilution can help improve skin ailments


It soothes the skin and relieves dryness and itchiness


It is a homoeopathic medicine",Skin care
ADEL 85 Neu-Regen Drinking Ampoule,Adel Pekana Germany,1080.0,1250.0,4.1,16.0,12.0,,"Helps to relieve stress, anxiety, and other unpleasant moodsIt might aid to minimise muscle weakness and boosting staminaIt might be useful in managing insomniaHelps reduce physical and mental fatigue",Joint
SBL Leptandra Mother Tincture Q,SBL Pvt Ltd,616.0,700.0,4.1,29.0,30.0,,"Useful for liver issuesRelieves headaches, dizziness and general debilityRelieves stomach painHelpful in dealing with some of the symptoms associated with haemorrhoids",Digestion
Bakson Tense Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,440.0,500.0,4.6,27.0,200.0,,Helps relieve stress and anxietyCan help relieve headacheMay help improve memory,Fever
Dr Willmar Schwabe India Lycopodium Clavatum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,88.0,100.0,4.4,286.0,30.0,It is used for bloating and liver complaints,"Tincture of fresh leavesRemedy works on the bloating and liver complaintsReduces back - ache, joint pains, digestive troubles, etc.",Joint
Bakson's Prostate Aid Drop,Bakson's Homeopathy,150.0,170.0,4.2,80.0,30.0,Prostate aid drops are a homoeopathic medicine designed for individuals experiencing prostate-related symptoms,"Prostate Aid Drops is a homoeopathic medicine for prostate and urine problemsRelief from fatigue, backache, and pain in the kidney region is one of the benefitsProstate Aid Drops can improve urination frequency, urgency, and flowIt offers a safe and effective alternative to traditional treatments",kidney
SBL Guaiacum Mother Tincture Q,SBL Pvt Ltd,616.0,700.0,4.6,58.0,30.0,,"Eases throat dryness and soreness


Useful for chronic rheumatism


Relieves joint and back pain


Can help with saliva dribbling",Joint
SBL Hamamelis Ointment,SBL Pvt Ltd,64.4,75.0,4.7,55.0,25.0,Hamamelis virginica in an ointment base,"Helps relieve haemorrhoids


Relieves lip soreness


Speeds up wound recovery",Throat care
Dr. Reckeweg Bio-Combination 10 (BC 10) Tablet,Dr Reckeweg & Co,163.0,185.0,4.7,24.0,20.0,Calcarea Phosphorica,Helps in relieving throat painRestores normal appetiteAids in reducing inflammation,Throat care
Dr Willmar Schwabe Germany Bryorheum Drop,Dr Willmar Schwabe India Pvt Ltd,369.0,440.0,4.4,25.0,20.0,Bryonia 2X 10 g,A powerful homoeopathic remedy for joint pain and rheumatismMay be helpful in easing swelling and inflammationAlso helpful in relieving back acheMade in Germany with powerful and pure ingredients,Joint
Bakson B12 Headache Drop,Bakson's Homeopathy,163.0,185.0,4.4,34.0,30.0,Cimicifuga rac,"Homoeopathic formula for migraine, tension headache, and sinus headache


Relieves chronic headaches and associated symptoms


Promotes natural recovery and balance


Free from unpleasant side effects


Alleviates indisposition to continuous or chronic headaches",Fever
SBL Jaborandi Hair Oil,SBL Pvt Ltd,157.0,160.0,4.4,297.0,100.0,,"Helps in the reduction of hair fallHelps to strengthen and nourish the hair rootsHelps to counter dandruff and premature greying of hairFacilitates an increase in density, volume, and bounce of hair",Hair care
Dr. Reckeweg Cantharis Dilution 200 CH,Dr Reckeweg & Co,141.0,160.0,4.5,165.0,11.0,,"Primarily used to reduce inflammation of urinary bladder


Alleviates kidney pain


Possesses antiseptic properties


Relieves skin redness and irritation",kidney
Bakson's Aloevera Calendula Cream,Bakson's Homeopathy,427.0,485.0,4.6,328.0,500.0,It helps in maintaining healthy and a moisturized skin,"All purpose cream that provides nourishment to the skinHelps in maintaining healthy and beautiful skinDermatologically tested and is enriched with organic and natural ingredientsHelps in prevention of scars, sunburn and ageing of skin",Skin care
REPL Dr. Advice No.49 Gray Hair Drop,Renovision Exports Pvt Ltd,163.0,180.0,4.1,63.0,30.0,Thyroidinum  - 30X,A homeopathy solutionSafe for consumptionDeals with premature greying of hairMay help lower breakage of hairstrengthens hair from the roots,Hair care
Bakson's Gastro Aid Syrup,Bakson's Homeopathy,247.0,275.0,4.6,88.0,450.0,"It is used for the treatment of gastrointestinal issues such as hyperacidity, belching, flatulence, abdominal cramps and associated ailments","It is used for the treatment of gastrointestinal issues such as hyperacidity, belching, flatulence, abdominal cramps and associated ailmentsIt relieves one from indigestion and restores lost appetiteIs extremely helpful in providing relief from diarrhea and constipation",Digestion
Dr. Reckeweg Symphytum Officinale Mother Tincture Q,Dr Reckeweg & Co,260.0,295.0,4.6,51.0,20.0,,"Provides relief from joint pain


Relieves headaches and backaches


Helps manage bleeding in piles


Helps manage eye injuries",Eye Care
Dr. Reckeweg Aesculus Hippocastanum Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.5,150.0,11.0,,"Herbal remedy with versatile applications


Addresses varicose veins, haemorrhoids, swollen veins, and arthritis pain


Eases discomfort of skin issues like eczema, menstrual pain, and cough


Effective treatment for conditions ranging from diarrhoea to enlarged prostate",Fever
Haslab Digesto Syrup,HASLAB,229.0,260.0,4.4,137.0,450.0,"Nux Vomica, Cinchonaofficinallis, Hydrastis Can, Carbo vegetabilis, Zingiber Off, Natrum Carb, Ocimum Sanctum, Lycopodium, Allium Sativum, Mentha Piperita",Removes toxinsRelieves constipationImproves digestion,Digestion
Bakson Homoeopathic Formula P Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,182.0,215.0,4.6,58.0,75.0,Provides relief in problems of prostrate that helps to avoid surgery,Provides relief from prostate issuesPromotes normal functioning of the gland without side effectsHelps manage painful and frequent urination,Health supplement
